text,fiscal_period_ref,source,role,page,section,reporting_period,date_of_call,bank,document_type,reference,source_type,is_comparative,sentiment
Thank you and good morning everyone. The presentation is available on our website and please refer to the disclaimer in the back.,quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Neutral
"Starting on page 1, the firm reported net income of $9.3 billion, EPS of $3.04 on revenue of $39.9 billion and delivered an ROTCE of 15%. These results included the $2.9 billion FDIC special assessment and $743 million of net investment securities losses in Corporate.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Neutral
"On page 2, we have more on our fourth quarter results. Similar to prior quarters, we have called out the impact of First Republic where relevant. You'll also note that we have now allocated certain deposits, which were previously in CCB, to the appropriate lines of business. For the quarter, First Republic contributed $1.9 billion of revenue, $890 million of expense and $647 million of net income.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Neutral
"Now focusing on the Firmwide fourth quarter results excluding First Republic, revenue of $38.1 billion was up $2.5 billion or 7% year-on-year. NII ex. Markets was up $2.2 billion or 11%, predominantly driven by higher rates. NIR ex. Markets was up $139 million or 1%, and Markets revenue was up $141 million or 2%. Expenses of $23.6 billion were up $4.6 billion or 24% year-on-year, predominantly driven by the FDIC special assessment and higher compensation, including wage inflation and growth in front office and technology.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"And credit costs were $2.6 billion, reflecting net charge-offs of $2.2 billion and a net reserve build of $474 million. Net charge-offs were up $1.3 billion, predominantly driven by Card and single name exposures in Wholesale, which were largely previously reserved. The net reserve build was primarily driven by loan growth in Card and a deterioration in the outlook related to commercial real estate valuations in the Commercial Bank.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Negative
"Looking at the full year results on page 3, the firm reported net income of $50 billion, EPS of $16.23 and revenue of $162 billion. And we delivered an ROTCE of 21%.",year,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Neutral
"On to balance sheet and capital on page 4. We ended the quarter with a CET1 ratio of 15%, up 70 basis points versus the prior quarter, primarily driven by net income, OCI gains and lower RWA, partially offset by a continued modest pace of capital distributions as the firm builds towards the proposed Basel III Endgame requirements.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"Now, let's go to our businesses starting with CCB on page 5. Total debit and credit card spend was up 7% year-on-year, driven by strong account growth, and consumer spend remained stable. Turning now to the financial results excluding First Republic, CCB reported net income of $4.4 billion on revenue of $17 billion, which was up 8% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"In Banking & Wealth Management, revenue was up 6% year-on-year, reflecting higher NII on higher rates, largely offset by lower deposits with average balances down 8% year-on-year. Client investment assets were up 25%, driven by market performance and strong net inflows – in fact, it's been a record year for retail net new money.",both,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"In Home Lending, revenue was up $230 million, predominantly driven by the absence of an MSR loss this quarter versus the prior year, and higher NII.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"Moving to Card Services & Auto – revenue was up 8% year-on-year, driven by higher Card Services NII on higher revolving balances, partially offset by lower Auto lease income. Card outstandings were up 14%, due to strong account acquisition and continued normalization of revolve. And in Auto, originations were $9.9 billion, up 32% as we gained market share, while retaining strong margins.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"Expenses of $8.7 billion were up 10% year-on-year, largely driven by compensation, including an increase in employees, primarily in bankers, advisors and technology, and wage inflation, as well as continued investments in marketing and technology.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"In terms of credit performance this quarter, credit costs were $2.2 billion, largely driven by net charge-offs, which were up $791 million year-on-year, predominantly due to continued normalization in Card. The net reserve build of $538 million reflected loan growth in Card.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"Next, the CIB on page 6. The CIB reported net income of $2.5 billion on revenue of $11 billion. Investment Banking revenue of $1.6 billion was up 13% year-on-year. IB fees were also up 13% year-on-year and we ended the year ranked number one with a wallet share of 8.8%. In Advisory, fees were up 2%. Underwriting fees were up significantly compared to a weak prior-year quarter, with debt up 21% and equity up 30%.",both,Jeremy Barnum,CFO,2,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 2",internal,False,Positive
"We are starting the year with a healthy pipeline, and we are encouraged by the level of capital markets activity, but announced M&A remains a headwind, and the extent as well as the timing of capital markets normalization remains uncertain.",year,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Payments revenue was $2.3 billion, up 10% year-on-year. Excluding equity investments, it was flat as fee growth was predominantly offset by deposit-related client credits.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Moving to Markets, total revenue was $5.8 billion, up 2% year-on-year. Fixed Income was a record fourth quarter, up 8%. It was another strong quarter in our Securitized Products business, which was partially offset by lower revenue in Rates coming off a strong quarter last year. Equity Markets was down 8%, driven by lower revenue in Derivatives and Cash.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
Securities Services revenue of $1.2 billion was up 3% year-on-year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Expenses of $6.8 billion were up 4% year-on-year, predominantly driven by the timing of revenue-related compensation.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Credit costs were $210 million, reflecting net charge-offs of $121 million and a net reserve build of $89 million.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Neutral
"Moving to the Commercial Bank on page 7. Commercial Banking reported net income of $1.5 billion. Revenue of $3.7 billion was up 7% year-on-year, largely driven by higher NII, where the impact of rates was partially offset by lower deposit balances.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Payments revenue of $2 billion, was up 2% year-on-year, driven by fee growth, largely offset by deposit-related client credits.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Gross Investment Banking and Markets revenue of $924 million, was up 32% year-on-year, primarily reflecting increased capital markets and M&A activity.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Expenses of $1.4 billion were up 9% year-on-year, driven by an increase in employees, including front office and technology investments, as well as higher volume-related expense, including the impact of new client acquisition.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Positive
"Average deposits were down 6% year-on-year, primarily driven by lower non-operating deposits as clients continued to opt for higher yielding alternatives and flat quarter-on-quarter as client balances are seasonally higher at year-end.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q4_2023,2024-01-12,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q4, 2023 Earnings Call Transcript, Page 3",internal,False,Negative
