text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call,bank,document_type,source,sentiment
"Thank you. Good morning. I guess just wanted to follow up on the macro uncertainty. I think when you talk to investors, we've gone from enthusiasm for a pro-business administration to a lot of headwinds. And I think Jamie mentioned you'll have companies take down guidance, et cetera, potentially over the coming weeks. I'm just wondering what is it you think we need to see before this uncertainty abates, or the 90-day pause that we saw with some of the other countries on tariffs. Is that enough? Or I'm just wondering when you talk to clients, corporate CEOs, what are they looking for from the administration that would inject confidence to get back anywhere close to where we were maybe 60 or 90 days ago?",quarter,Ebrahim Poonawala,Analyst,12,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Ebrahim Poonawala (Analyst)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 12",Negative
"Got it. I guess as a follow up, I think there's a lot of concern also in the treasury markets. We've seen the 10-year move from 3.99% to 4.50% in a matter of a week. Just your comfort level on terms of the functioning of the treasury market. Do you see the Fed stepping in, pausing QT, maybe even initiating some treasury purchases? Just any color would be great.",quarter,Ebrahim Poonawala,Analyst,13,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Ebrahim Poonawala (Analyst)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 13",Negative
"But the notion that the 10-year Treasury has to go down is a false notion. If we look at history in prior times, when we have huge global deficits. Back in the '70s, in the '60s, the guns and butter. And tariffs, at least our economists think will be inflationary to 0.5% or something like that. So we'll have to wait and see and deal with it.",quarter,Jamie Dimon,CEO,13,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 13",Negative
...which we know will not happen.,quarter,Jamie Dimon,CEO,14,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 14",Negative
"I think that given everything that's going on on that one, probably we'll wait for next quarter to give you any more color on that. Certainly, the back-loaded cuts, all else equal, from a run-rate perspective, introduced a little bit of a headwind on an exit rate going into next year. We'll just have to see how the balances play out through the next three quarters.",quarter,Jeremy Barnum,CFO,14,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 14",Negative
"An almost impossible answer. We look at all the cycles. And you know we prepare for a full range of outcomes. We're not – I don't personally like predicting what the future is going to hold. But I do – I've pointed out over and over, there's a lot of issues out there. I think some of those issues, you are going to see them resolve, for better or for worse, in the next four months.",quarter,Jamie Dimon,CEO,15,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 15",Negative
"So maybe when we're doing this call next quarter, we won't have to be guessing. We'll actually know what the effect of some of these things was with some predictability and stuff like that. But it's – the result in a bank is almost always the same, which is volatile markets, credit losses go up, people get more conservative, investments go down, what looks like a recession. Is it mild or hard? I don't know and – but we are – I've been quite cautious, and you can see in our capital, our liquidity, our position, our balance sheet. And so we're prepared. But we do all that so we can serve our clients through thick or thin. We're not guessing about what the future is going to hold. Obviously, if you look at our numbers, we have the margins and capability to get through just about anything.",quarter,Jamie Dimon,CEO,15,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 15",Negative
"But before that, the negative, which you highlight in the press release and the Chairman Letter about trade wars, Jamie, you went from trade wars ""Get over it"" to this week say, ""Do something."" So just as far as the tariff journey, what were you initially expecting to what happened and do you really think next earnings call we'll be through most of the uncertainty? Thanks.",quarter,Mike Mayo,Analyst,17,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Mike Mayo (Analyst)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 17",Negative
"But the plumbing of the system, I would say the plumbing worked well during COVID too. I mean, it wasn't the plumbing that was a problem and wasn't even a problem to go back to some of the real crises we've had, so – but you should always worry about that kind of thing, make sure it stays true.",quarter,Jamie Dimon,CEO,19,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Jamie Dimon (CEO)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 19",Negative
"And I do think that the fact that the revenue performance in this quarter is good shouldn't make us lose focus on the importance of the larger fixes around financial resource deployment by regulated banks to supporting the capital markets ecosystem. Everything Jamie's been talking about SLR, LCR, ILST, G-SIB, Basel III Endgame, RWA, the whole panoply of items, which interacts, as we've often talked about and is miss-calibrated, it will, at the margin, make it harder for banks to serve a stabilizing function in a difficult moment. So that remains quite important as a policy priority.",quarter,Jeremy Barnum,CFO,19,Q and A,Q1_2025,2025-04-11,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2025 Earnings Call Transcript, Page 19",Negative
"These results included the First Republic bargain purchase gain of $2.7 billion, a credit reserve build for the First Republic lending portfolio of $1.2 billion as well as $900 million of net investment securities losses in Corporate.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 2",Negative
"NIR ex. Markets was down $293 million, largely driven by the net investment securities losses I mentioned earlier, partially offset by a number of less notable items primarily in the prior year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 2",Negative
And Markets revenue was down $772 million or 10% year-on-year.,quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 2",Negative
"End-of-period deposits were down 4% quarter-on-quarter, as customers continue to spend down their cash buffers, including for seasonal tax payments, and seek higher-yielding products.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 2",Negative
"In Home Lending, revenue was down 23% year-on-year, driven by lower NII from tighter loan spreads and lower servicing and production revenue.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
IB fees were down 6% year-on-year and we ranked number one with year-to-date wallet share of 8.4%.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"In Advisory, fees were down 19%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"However, year-to-date announced M&A is down significantly, which will be a headwind.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"Moving to Markets, total revenue was $7 billion, down 10% year-on-year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"Fixed Income was down 3%. As expected, the macro franchise substantially normalized from last year's elevated levels of volatility and client flows.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"Equity Markets was down 20% against a very strong prior-year quarter, particularly in derivatives.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"Gross Investment Banking and Markets revenue of $767 million was down 3% year-on-year, primarily driven by fewer large M&A deals.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"And finally, loans were down 1% quarter-on-quarter, driven by lower securities-based lending and deposits were down 6%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
NIR was a net loss of $782 million and included the net investment securities losses I mentioned upfront.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
And I should take the opportunity to remind you once again that significant sources of uncertainty remain and we do expect the NII run rate to be substantially below this quarter's run rate at some point in the future as competition for deposits plays out.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 3",Negative
"As we look forward, we remain focused on the significant uncertainties relating to the economic outlook, competition for deposits, and the impact on capital from the pending finalization of the Basel III rules.",quarter,Jeremy Barnum,CFO,4,Prepared remarks,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 4",Negative
"And similarly, in Wholesale we're just seeing slower internal migrations.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 4",Negative
"And we talked previously about a sort of medium-term run rate in the mid-70s. That was before First Republic, and you could argue that maybe that number should be a little higher. But whatever it is, it's a lot lower than the current number.",quarter,Jeremy Barnum,CFO,4,Q and A,Q2_2023,2023-07-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 4",Negative
"Okay. But I guess just one follow-up on that. Just if we don't get rate cuts till middle of next year or later, does that sort of give some confidence to the outlook for next year or are you still worried about significant reprice?",quarter,Jim Mitchell,Analyst,4,Q and A,Q2_2023,2023-07-14,JPMorgan,transcript,"Jim Mitchell (Analyst)
JPMorgan, Q2, 2023 Earnings Call Transcript, Page 4",Negative
